HostCorrectedName_MSW05	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	TotalPrevalence	Citation	HostCorrectedName	CoatReflectance	CortisolLevels
Macaca mulatta	Simplexvirus Cercopithecine herpesvirus 1	Swoyambhu	85.3	27.7	2	2	1	Jones-Engel et al. 2006	Macaca_mulatta	1.67714223427353	1.37849900522623
Macaca mulatta	Simplexvirus Cercopithecine herpesvirus 1	Swoyambhu	85.3	27.7	2	2	0.3	Jones-Engel et al. 2006	Macaca_mulatta	1.09186799384042	0.603112433090741
Lemur catta	Citrobacter sp.	Tsimanampetsotsa	43.75	-24.08	1	1	0.05	Dutton et al. 2003	Lemur_catta	1.18318866013453	0.269150284355622
Propithecus deckenii	Citrobacter sp.	Tsiombokibo	47.5	-18.9	2	2	0.167	Junge and Louis 2005b	Propithecus_deckenii	1.41922181820963	0.465641539922244
Pan troglodytes	Clostridium perfringens	Bossou	-8.5	7.7	2	2	0.113	Fujita et al. 2009	Pan_troglodytes	1.84143520272514	0.38773812496309
Pan troglodytes	Clostridium perfringens	Mahale	29.73	-6.11	2	2	0.012	Fujita et al. 2009	Pan_troglodytes	0.385022477147167	0.402811942792479
Macaca fuscata	Clostridium perfringens	Ichikawa	137.48	34.88	2	2	0	Fujita et al. 2009	Macaca_fuscata	0.674863345346785	1.49516185379153
Macaca fuscata	Clostridium perfringens	Kinkazan	141.58	38.27	2	2	0	Fujita et al. 2009	Macaca_fuscata	0.306581462745464	1.58648959671138
Pan troglodytes	Clostridium perfringens	Bossou	-8.5	7.7	2	2	0.133	Fujita et al. 2009	Pan_troglodytes	0.762126424124294	0.768381813526315
Pan troglodytes	Clostridium perfringens	Bossou	-8.5	7.7	2	2	0.087	Fujita et al. 2009	Pan_troglodytes	1.5509607005754	0.0112460510631474
Eulemur macaco	Staphylococcus sp.	Lokobe	48.3	-13.42	2	2	0.2	Junge and Louis 2007	Eulemur_macaco	0.117990065905364	0.209490628812865
Alouatta seniculus	Cochliomyia hominivorax	Petit Saut	-53.08	4.91	2	2	NA	Vie and Richard-Hansen 1997	Alouatta_seniculus	0.354183179354785	1.76885454124942
Pithecia pithecia	Cochliomyia hominivorax	Petit Saut	-53.08	4.91	2	2	NA	Vie and Richard-Hansen 1997	Pithecia_pithecia	0.739019397652548	0.577373444324813
Pongo pygmaeus	Enterovirus cocksackie B	Eastern Sabah	117	5.5	2	3	0.02	Kilbourn et al. 1998	Pongo_pygmaeus	0.51361755943529	0.247190179826484
Trachypithecus pileatus	Colobenterobius pesteri	Assam	93	26	2	3	NA	Hugot 1999	Trachypithecus_pileatus	0.25740929422045	1.87160830342065
Colobus guereza	Colobenterobius sp.	Kibale	30.41	0.45	1	1	0.006	Gillespie et al. 2005a	Colobus_guereza	1.32981485489301	1.56979093212975
Colobus angolensis	Colobenterobius sp.	Lake Nabugabo	31.883	-0.371	1	1	0	Gillespie et al. 2005a	Colobus_angolensis	0.693418950447259	0.0726226219568947
Semnopithecus entellus	Colobenterobius zakiri	Allahabad	81.85	25.45	2	2	NA	Hugot 1999	Semnopithecus_entellus	1.50192926880309	0.37896377214938
Colobus polykomos	Colobostrongylus strongi	Du River	-10.53	6.24	3	2	NA	National Parasite Collection (WWW)	Colobus_polykomos	2.20291115999522	1.84720057300749
Colobus polykomos	Colobostrongylus strongi	Du River	-10.53	6.24	3	2	NA	National Parasite Collection (WWW)	Colobus_polykomos	0.069133810563513	0.117010588244734
Alouatta palliata	Controrchis biliophilus	COSTA RICA	-84	10	2	3	0.32	Stuart et al. 1998	Alouatta_palliata	0.369740678538813	1.11284500945639
Alouatta palliata	Controrchis biliophilus	COSTA RICA	-84	10	2	3	1	Stuart et al. 1998	Alouatta_palliata	0.61057991871128	1.50738463662253
Alouatta palliata	Controrchis biliophilus	La Pacifica	-85.11	10.46	1	1	0.32	Stuart et al. 1990	Alouatta_palliata	1.15005599416149	1.18883666295103
Alouatta palliata	Controrchis biliophilus	Los Tuxtlas	-96.1	19.2	2	2	0.026	Trejo-Macias et al. 2007	Alouatta_palliata	0.156639998506702	0.105322392284764
Alouatta palliata	Controrchis biliophilus	Los Tuxtlas	-96.1	19.2	2	2	0	Trejo-Macias et al. 2007	Alouatta_palliata	0.813072300566333	1.4697443610383
Alouatta palliata	Controrchis biliophilus	Los Tuxtlas	-96.1	19.2	2	2	0	Trejo-Macias et al. 2007	Alouatta_palliata	0.593750227457674	0.54133413079995
Alouatta pigra	Controrchis biliophilus	ET forestry reserve	-90.5	19.8	2	2	0.026	Trejo-Macias et al. 2007	Alouatta_pigra	0.907786062252482	0.173136393785715
Alouatta pigra	Controrchis biliophilus	Calakmul	-89.81	18.11	2	2	0.035	Trejo-Macias et al. 2007	Alouatta_pigra	0.486182889015769	1.45687281973875
Alouatta pigra	Controrchis biliophilus	Palenque	-91.98	17.5	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	0.838322365289932	0.70888607011385
Alouatta pigra	Controrchis biliophilus	Montes Azules	-91.3	16.8	2	2	0.174	Trejo-Macias et al. 2007	Alouatta_pigra	1.45768812465813	0.0629576559077045
Alouatta pigra	Controrchis biliophilus	Reforma Agraria	-91.7	17.4	2	2	0.059	Trejo-Macias et al. 2007	Alouatta_pigra	0.808715737729249	1.33116120125615
Alouatta pigra	Controrchis biliophilus	ET forestry reserve	-90.5	19.8	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	1.03474230043853	2.23206951000517
Alouatta pigra	Controrchis biliophilus	ET forestry reserve	-90.5	19.8	2	2	0.071	Trejo-Macias et al. 2007	Alouatta_pigra	0.120008329455613	0.0483490249981609
Alouatta pigra	Controrchis biliophilus	Calakmul	-89.81	18.11	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	0.5481542641088	0.350547781299326
Alouatta pigra	Controrchis biliophilus	Calakmul	-89.81	18.11	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	0.401429719953528	1.11386428814868
Alouatta pigra	Controrchis biliophilus	Palenque	-91.98	17.5	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	0.197433186486178	0.262087513514357
Alouatta pigra	Controrchis biliophilus	Palenque	-91.98	17.5	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	0.852490438310613	0.656188700829955
Alouatta pigra	Controrchis biliophilus	Montes Azules	-91.3	16.8	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	0.317723094534801	2.02775878221538
Alouatta pigra	Controrchis biliophilus	Montes Azules	-91.3	16.8	2	2	0.2	Trejo-Macias et al. 2007	Alouatta_pigra	0.810979663197909	0.783651293009851
Alouatta pigra	Controrchis biliophilus	Reforma Agraria	-91.7	17.4	2	2	0.143	Trejo-Macias et al. 2007	Alouatta_pigra	1.78317556547277	1.61144874849322
Alouatta pigra	Controrchis biliophilus	Reforma Agraria	-91.7	17.4	2	2	0	Trejo-Macias et al. 2007	Alouatta_pigra	0.394027911155264	0.0678890321652591
Alouatta palliata	Controrchis biliophilus	Santa Marta Fragments	94.0833	18.3	2	2	NA	Valdespino et al. 2010	Alouatta_palliata	0.461566220853768	0.365045720066964
Alouatta palliata	Controrchis biliophilus	Santa Marta Fragments	94.0833	18.3	2	2	NA	Valdespino et al. 2010	Alouatta_palliata	0.422060603039086	1.42316410312523
Alouatta palliata	Controrchis biliophilus	Santa Marta Fragment A	94.0833	18.3	2	2	NA	Valdespino et al. 2010	Alouatta_palliata	0.0174764952324633	0.364821973531612
Alouatta palliata	Controrchis biliophilus	Santa Marta Fragment B	94.0833	18.3	2	2	NA	Valdespino et al. 2010	Alouatta_palliata	1.55378464974734	2.2972561092326
Alouatta palliata	Controrchis biliophilus	Santa Marta Fragment C	94.0833	18.3	2	2	NA	Valdespino et al. 2010	Alouatta_palliata	0.331819605925249	0.353066412867823
Alouatta palliata	Controrchis biliophilus	Santa Marta Fragment D	94.0833	18.3	2	2	NA	Valdespino et al. 2010	Alouatta_palliata	0.279470914040881	2.20938063214645
Alouatta palliata	Controrchis biliophilus	Santa Marta Fragment E	94.0833	18.3	2	2	NA	Valdespino et al. 2010	Alouatta_palliata	0.231764724747168	0.282940720639142
Indri indri	Courduriella courduriera	Perinet	48.41	-18.93	2	2	NA	Chabaud et al. 1965	Indri_indri	0.436484372338014	0.670468002740815
Pongo pygmaeus	Enterovirus cocksackie B 4	Sabah	117	5.5	2	3	0.018	Kilbourn et al. 2003	Pongo_pygmaeus	0.0544584891824787	0.777799947849777
Pongo pygmaeus	Enterovirus cocksackie B	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.130195392162953	0.311986515864341
Pongo pygmaeus	Enterovirus cocksackie B 1	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.580712508590608	1.48693408600733
Pongo pygmaeus	Enterovirus cocksackie B 2	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.554337743921596	1.73654221614975
Pongo pygmaeus	Enterovirus cocksackie B 3	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	1.54190385216357	0.00208913626375671
Pongo pygmaeus	Enterovirus cocksackie B 5	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.271726576892755	0.215109116037289
Pongo pygmaeus	Enterovirus cocksackie B 6	Sabah	117	5.5	2	3	0	Kilbourn et al. 2003	Pongo_pygmaeus	0.789755569586468	0.100005773675493
Trachypithecus vetulus	Cryptosporidium sp.	Polonnaruwa	81	7.93	2	2	0	Ekanayake et al. 2006	Trachypithecus_vetulus	1.66102929067106	1.25285306701401
Macaca sinica	Cryptosporidium sp.	Polonnaruwa	81	7.93	2	2	0.26	Ekanayake et al. 2006	Macaca_sinica	1.14055419500498	0.813166309885115
Macaca sinica	Cryptosporidium sp.	Polonnaruwa	81	7.93	2	2	0.32	Ekanayake et al. 2006	Macaca_sinica	0.0241605225488564	1.0664827622571
Macaca sinica	Cryptosporidium sp.	Polonnaruwa	81	7.93	2	2	0.33	Ekanayake et al. 2006	Macaca_sinica	0.284311279073202	1.18973474749015
Macaca sinica	Cryptosporidium sp.	Polonnaruwa	81	7.93	2	2	0.26	Ekanayake et al. 2006	Macaca_sinica	1.0159590638961	0.73949345796868
Gorilla gorilla	Cryptosporidium sp.	Kabo	16.54	2.5	2	2	0	Gillespie et al. 2010a	Gorilla_gorilla	0.0559872315119477	0.277700021988129
Pan troglodytes	Cryptosporidium sp.	Kabo	16.54	2.5	2	2	0	Gillespie et al. 2010a	Pan_troglodytes	1.08676772233952	0.628449240218743
Gorilla beringei	Cryptosporidium parvum	Bwindi	29.7	-1.05	2	2	0.11	Graczyk et al. 2001a	Gorilla_beringei	0.000910887336498976	1.44036968902356
Gorilla beringei	Cryptosporidium parvum	Bwindi	29.7	-1.05	2	2	0.11	Rothman and Bowman 2003	Gorilla_beringei	0.646293202436673	1.3420135835382
Trachypithecus vetulus	Cryptosporidium parvum	Polonnaruwa	81	7.93	2	2	0.26	Ekanayake et al. 2006	Trachypithecus_vetulus	1.32747087666309	0.271714888625211
Gorilla beringei	Cryptosporidium sp.	Bwindi	29.7	-1.05	2	2	0.11	Nizeyi et al. 1999	Gorilla_beringei	1.14871563009172	1.03658585926061
Papio anubis	Cryptosporidium sp.	Bwindi	29.7	-1.05	2	2	0.321	Hope et al. 2004	Papio_anubis	1.23907823218076	1.22312862366392
Papio anubis	Cryptosporidium sp.	Burka Dita	37.3	7.26	2	2	0.171	Legesse and Erko 2004	Papio_anubis	0.382045853452806	0.10551227763885
Papio anubis	Cryptosporidium sp.	Bishan Gari	38.71	7.6	3	2	0.042	Legesse and Erko 2004	Papio_anubis	0.208816179814768	0.248886111829253
Chlorocebus aethiops	Cryptosporidium sp.	Sodore	39.38	8.4	2	2	0.12	Legesse and Erko 2004	Chlorocebus_aethiops	1.23074508399806	0.0480500051450482
Chlorocebus aethiops	Cryptosporidium sp.	Wondo Genet	38.41	6.6	2	2	0.563	Legesse and Erko 2004	Chlorocebus_aethiops	0.356397630294753	1.04172401658592
Alouatta caraya	Cryptosporidium sp.	Isla Brasilera	-58.67	-27.33	1	1	0	Kowalewski et al. 2010	Alouatta_caraya	0.505081968268001	0.268738274975751
Alouatta caraya	Cryptosporidium sp.	Estación Biológica Corrientes	-58.4	-34.6	2	2	0	Kowalewski et al. 2010	Alouatta_caraya	0.78652242299921	0.607527851373292
Cercopithecus ascanius	Cryptosporidium sp.	Kibale	30.41	0.45	1	1	0	Salzer et al. 2007	Cercopithecus_ascanius	0.84357955584884	0.41038397899926
Colobus guereza	Cryptosporidium sp.	Kibale	30.41	0.45	1	1	0	Salzer et al. 2007	Colobus_guereza	0.875225598182405	1.62826189093883
Papio papio	Ctenocephalides felis	CAMEROON	12	6	2	3	NA	Myers and Kuntz 1965	Papio_papio	0.779910722766012	0.54098677217672
Aotus trivirgatus	Cyclophyllidea sp.	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Aotus_trivirgatus	1.00432650300144	1.05338860529987
Chlorocebus aethiops	Cyclospora cercopitheci	Wollega	36.1	9.33	2	2	0.06	Eberhard et al. 1999	Chlorocebus_aethiops	0.717861382246604	0.851438323867643
Colobus guereza	Cyclospora colobi	Wollega	36.1	9.33	2	2	0.34	Eberhard et al. 1999	Colobus_guereza	0.169308949889492	0.11674983444408
Papio papio	Cyclospora papionis	Gimbi	35.83	9.16	2	2	NA	National Parasite Collection (WWW)	Papio_papio	0.549198999889756	1.35295571865322
Papio anubis	Cyclospora papionis	Wollega	36.1	9.33	2	2	0.59	Eberhard et al. 1999	Papio_anubis	1.13939767915497	2.4636951792853
Pan troglodytes	Cyclospora sp.	Gombe	29.61	-4.7	2	2	0.067	Smith et al. 1996	Pan_troglodytes	0.763236447500906	0.850223144247451
Papio anubis	Cyclospora sp.	Burka Dita	37.3	7.26	2	2	0.114	Legesse and Erko 2004	Papio_anubis	0.924195981475629	0.290160300297032
Papio anubis	Cyclospora sp.	Bishan Gari	38.71	7.6	3	2	0.167	Legesse and Erko 2004	Papio_anubis	0.94340994635576	0.725144183163561
Chlorocebus aethiops	Cyclospora sp.	Sodore	39.38	8.4	2	2	0.16	Legesse and Erko 2004	Chlorocebus_aethiops	1.60288584206515	1.18679036577338
Chlorocebus aethiops	Cyclospora sp.	Wondo Genet	38.41	6.6	2	2	0.313	Legesse and Erko 2004	Chlorocebus_aethiops	3.17153766813674	1.87598196685626
Papio ursinus	Cytomegalovirus sp.	Kruger	31.5	-23.83	2	2	0.066	McConnell et al. 1974	Papio_ursinus	0.549151472165856	0.086429926040483
Daubentonia madagascariensis	Daubentonialges brygooi	Maroantsetra	49.73	-15.43	2	2	NA	Fain 1972	Daubentonia_madagascariensis	0.212739191704169	0.483291731384498
Pongo pygmaeus	Dengue virus group Dengue sp.	Sabah	117	5.5	2	3	0.28	Kilbourn et al. 2003	Pongo_pygmaeus	1.03692416161596	0.0189150271917611
Macaca mulatta	Dengue virus group Dengue 1	Uttar Pradesh	80	28	2	3	0	Shah and Southwick 1965	Macaca_mulatta	1.97897526451418	1.93224383374716
Macaca mulatta	Dengue virus group Dengue 1	Uttar Pradesh	80	28	2	3	0	Shah and Southwick 1965	Macaca_mulatta	0.614179231415532	0.038607080181328
Macaca mulatta	Dengue virus group Dengue 1	Uttar Pradesh	80	28	2	3	0	Shah and Southwick 1965	Macaca_mulatta	0.709009731228863	0.230932504187892
Macaca sinica	Dengue virus group Dengue 2	Polonnaruwa	81	7.93	2	2	0.94	Peiris et al. 1993	Macaca_sinica	2.24330796383407	2.42073059984749
Pongo pygmaeus	Dengue virus group Dengue 2	Eastern Sabah	117	5.5	2	3	0.27	Wolfe et al. 2001	Pongo_pygmaeus	0.239555802193736	0.338674810212445
Alouatta palliata	Dermatobia hominis	Barro Colorado Island	-79.83	9.15	2	2	NA	Smith 1977	Alouatta_palliata	0.275101363936146	1.62738988189533
Saguinus mystax	Dermatobia hominis	Quebrada Blanco	-73.15	-4.35	2	2	NA	Herrera and Heymann 1998	Saguinus_mystax	0.206307490692813	0.859224500830157
Pongo abelii	Dicrocoeliidae sp.	Ketambe	97.65	3.68	1	1	0	Mul et al. 2007	Pongo_abelii	1.21781598646026	0.632572728221715
Pongo abelii	Dicrocoeliidae sp.	Ketambe	97.65	3.68	1	1	0	Mul et al. 2007	Pongo_abelii	0.0276357056456526	0.545199945326603
Pongo abelii	Dicrocoeliidae sp.	Ketambe	97.65	3.68	1	1	0	Mul et al. 2007	Pongo_abelii	0.0116201820392686	1.60980387669116
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.019	Gillespie et al. 2010b	Pan_troglodytes	1.51515927029003	1.70707305333642
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	1.88683193273934	1.01106603488389
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.017	Gillespie et al. 2010b	Pan_troglodytes	1.00499294697554	1.44218591304277
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.125	Gillespie et al. 2010b	Pan_troglodytes	1.63039457344787	0.126856856169075
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.406241405890684	0.826214918213755
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.035	Gillespie et al. 2010b	Pan_troglodytes	1.62691663850161	0.0545483776488732
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.027	Gillespie et al. 2010b	Pan_troglodytes	0.666406880180123	0.250204877366625
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.801618218517128	0.792615896247554
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.139468708116027	0.054939958721721
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.077	Gillespie et al. 2010b	Pan_troglodytes	0.793215590364999	0.944423858176792
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.067	Gillespie et al. 2010b	Pan_troglodytes	1.12942814283649	0.526413613103572
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0	Gillespie et al. 2010b	Pan_troglodytes	0.487293001890742	0.0132982344874835
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.069	Gillespie et al. 2010b	Pan_troglodytes	1.78724219360275	0.510025331620872
Pan troglodytes	Dicrocoeliidae sp.	Gombe	29.61	-4.7	2	2	0.042	Gillespie et al. 2010b	Pan_troglodytes	0.380879961397804	1.76264564517262
Pan troglodytes	Dicrocoelium lanceatum	Mahale	29.73	-6.11	2	2	0	Huffman et al 1997	Pan_troglodytes	0.481740628987044	0.411873105233752
Gorilla gorilla	Dicrocoelium sp.	Lope	11.66	-0.5	2	2	0	Landsoud-Soukate et al. 1995	Gorilla_gorilla	1.17213560195614	0.452384690991703
Pan troglodytes	Dicrocoelium sp.	Mahale	29.73	-6.11	2	2	0.01	Huffman and Gotoh, unpublished in Ashford et al. 2	Pan_troglodytes	1.58817666574781	0.956964639815866
Pan troglodytes	Dicrocoelium sp.	Lope	11.66	-0.5	2	2	0.03	Landsoud-Soukate et al. 1995	Pan_troglodytes	0.2210798226818	0.784909958296686
Papio anubis	Dicrocoelium sp.	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	0.474930340457117	0.988435277771195
Papio anubis	Dicrocoelium sp.	Gashaka Gumti	11.7	7.5	2	2	-99	Weyher et al. 2006	Papio_anubis	0.602346991216975	1.13978489150304
Papio anubis	Dicrocoelium sp.	Gashaka Gumti	11.7	7.5	2	2	0.9	Weyher 2009	Papio_anubis	1.35823858986634	0.334615277624881
Papio anubis	Dicrocoelium sp.	Gashaka Gumti	11.7	7.5	2	2	0.85	Weyher 2009	Papio_anubis	0.563035930745753	0.00180922161177814
Cercocebus galeritus	Dicrocoelium sp.	Tana River	40.1464	-1.869	2	2	0.25	Mbora and McPeek 2009	Cercocebus_galeritus	0.0489211040881202	1.47027248503776
Papio anubis	Dientamoeba fragilis	Kilifi	39.85	-3.63	2	2	0	Myers and Kuntz 1968	Papio_anubis	0.486588867056341	0.253926211087226
Papio anubis	Dientamoeba fragilis	Mau Norak	36	-0.6	2	2	0.02	Myers and Kuntz 1968	Papio_anubis	1.63558830684104	0.296471247666092
Lophocebus albigena	Dientamoeba fragilis	Kibale	30.41	0.45	1	1	NA	Freeland 1979	Lophocebus_albigena	0.447689463653599	1.22223515282972
Cercopithecus mitis	Dientamoeba fragilis	Kibale	30.41	0.45	1	1	NA	Freeland 1979	Cercopithecus_mitis	0.88182539927809	1.27505101248435
Papio anubis	Dientamoeba fragilis	Kimani	37.08	-2.13	1	1	0.02	Myers and Kuntz 1968	Papio_anubis	0.011028385166323	0.548072417124118
Papio cynocephalus	Dientamoeba fragilis	Johannesburg	28.08	-26.2	2	2	0	Myers et al 1971	Papio_cynocephalus	1.15133338258961	0.0726946080055537
Lophocebus albigena	Dientamoeba fragilis	Kibale	30.41	0.45	1	1	NA	Chapman et al. 2012	Lophocebus_albigena	1.17029055778668	0.96694272384751
Cercopithecus ascanius	Dientamoeba fragilis	Kibale	30.41	0.45	1	1	NA	Chapman et al. 2012	Cercopithecus_ascanius	1.31403403253985	0.170513132561894
Colobus guereza	Dientamoeba fragilis	Kibale	30.41	0.45	1	1	NA	Chapman et al. 2012	Colobus_guereza	0.18597115873629	2.4418993841788
Cercopithecus mitis	Dientamoeba fragilis	Kibale	30.41	0.45	1	1	NA	Chapman et al. 2012	Cercopithecus_mitis	0.183206132398895	0.293265258928579
Lagothrix lagotricha	Dipetalonema sp.	Puerto Narino	-70.4	-3.8	2	2	NA	National Parasite Collection (WWW)	Lagothrix_lagotricha	0.448295844303859	0.715264559124028
Propithecus deckenii	Dipetalonema sp.	Tsiombokibo	47.5	-18.9	2	2	NA	Junge and Louis 2005b	Propithecus_deckenii	0.155614312487121	0.568757280024496
Ateles geoffroyi	Dipetalonema atelense	PANAMA	-80	9	2	3	NA	Webber 1955	Ateles_geoffroyi	1.27281563774099	1.73441264172657
Ateles fusciceps	Dipetalonema atelense	PANAMA	-80	9	2	3	NA	Webber 1955	Ateles_fusciceps	0.587580099905282	0.335064126567945
Aotus trivirgatus	Dipetalonema barbascalensis	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Aotus_trivirgatus	0.42247186493659	1.83134561942365
Aotus trivirgatus	Dipetalonema barbascalensis	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Aotus_trivirgatus	0.7345168011985	1.9839718215789
Gorilla beringei	Dipetalonema gorillae	Utu	27.82	-1.4	2	2	0.6	van den Berghe et al. 1964	Gorilla_beringei	1.8701395466523	2.31833219571367
Aotus trivirgatus	Dipetalonema gracile	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Aotus_trivirgatus	0.811915529055573	0.918919578560653
Ateles fusciceps	Dipetalonema gracile	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Ateles_fusciceps	0.789217075780985	0.692834586479381
Ateles geoffroyi	Dipetalonema gracile	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Ateles_geoffroyi	1.90141471004385	0.0400761175270926
Cebus capucinus	Dipetalonema gracile	COSTA RICA	-84	10	2	3	NA	National Parasite Collection (WWW)	Cebus_capucinus	0.579043013630016	1.1507881781412
Cebus capucinus	Dipetalonema gracile	PANAMA	-80	9	2	3	NA	National Parasite Collection (WWW)	Cebus_capucinus	1.3601705867829	0.775057725983329
Saguinus mystax	Dipetalonema gracile	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Saguinus_mystax	0.623691853282597	1.05015260662958
Saguinus mystax	Dipetalonema gracile	COLUMBIA	-72	4	2	3	NA	National Parasite Collection (WWW)	Saguinus_mystax	0.303233640347123	0.446416183321305
